Calendar_Date,Algorithmic_Forecast_Value,Lower_Risk_Bound,Upper_Risk_Bound,Underlying_Macro_Trend,Actual_Market_Value
2022-03-10,38209.33028502679,31698.535128288124,44855.35387452286,38379.014677743595,39437.4609375
2022-03-11,38195.86301036191,31507.464191257866,44820.05455320543,38259.14327516606,38794.97265625
2022-03-12,38189.24731930993,32239.40505740061,44807.09853375735,38139.27187258852,38904.01171875
2022-03-13,38283.98919029427,32346.203469998374,44822.64534156611,38019.40047001097,37849.6640625
2022-03-14,38497.085001794454,31712.521243960495,44590.01743809827,37899.52906743343,39666.75390625
2022-03-15,38447.37825564906,32309.15064254939,45271.287608669576,37779.6576648559,39338.78515625
2022-03-16,38696.67588576084,32484.796291618266,45331.274763496374,37659.786262278365,41143.9296875
2022-03-17,38471.45230433603,32015.639026829176,44539.28478471156,37539.91485970082,40951.37890625
2022-03-18,38462.89556332432,32445.0674942,44960.92879962976,37420.043457123276,41801.15625
2022-03-19,38453.64168704763,31810.973115048422,44925.52308013614,37300.17205454574,42190.65234375
2022-03-20,38537.51681986238,32091.974135470897,45030.9382845602,37180.3006519682,41247.82421875
2022-03-21,38731.03670222703,32980.33738328492,45366.985834137464,37060.42924939066,41077.99609375
2022-03-22,38652.79085562391,31811.033687550593,44883.08383804482,36940.55784681312,42358.80859375
2022-03-23,38864.578917492516,32287.929540052766,44981.52669352704,36820.68644423558,42892.95703125
2022-03-24,38593.12653838621,32826.21401953352,44613.83600134592,36700.81504165805,43960.93359375
2022-03-25,38530.13474979463,32143.08129507873,44863.01917934896,36580.943639080506,44348.73046875
2022-03-26,38459.00867488648,31909.431866306244,44925.18945125136,36461.072236502965,44500.828125
2022-03-27,38474.58533336239,31586.814940145654,45395.44797428381,36341.200833925424,46820.4921875
2022-03-28,38594.610448385996,32022.186256705707,44981.27746505457,36221.32943134789,47128.00390625
2022-03-29,38439.09230503581,31625.477406680064,44444.91126446677,36101.45802877035,47465.73046875
2022-03-30,38571.40102305394,32162.14678668251,45410.404816747556,35981.58662619281,47062.6640625
2022-03-31,38219.941800668166,31916.33612161735,44791.36509491513,35861.71522361527,45538.67578125
2022-04-01,38078.15736863161,31555.164007332765,44373.07389564363,35741.84382103773,46281.64453125
2022-04-02,37931.20700080176,31881.73243995901,44795.02984272601,35621.972418460195,45868.94921875
2022-04-03,37875.64340269652,31810.83016853562,44351.72402958375,35502.10101588265,46453.56640625
2022-04-04,37930.839002063694,31434.381896687162,44034.666296075164,35382.22961330511,46622.67578125
2022-04-05,37718.29130099965,31186.8579187379,43862.56497118933,35262.35821072757,45555.9921875
2022-04-06,37802.67720502471,31169.272430334157,44444.72826664809,35142.48680815003,43206.73828125
2022-04-07,37413.48633118102,31035.038516593355,43846.90583662034,35022.61540557249,43503.84765625
2022-04-08,37244.98982592026,30638.680770035862,43929.83909147626,34902.74400299495,42287.6640625
2022-04-09,37082.8931354792,30425.64912170511,43651.5506386336,34782.87260041742,42782.13671875
2022-04-10,37023.994915920455,30823.06249723069,43522.33049636816,34663.001197839876,42207.671875
2022-04-11,37087.60421387836,30627.745159262016,43331.7400405975,34543.129795262335,39521.90234375
2022-04-12,36894.84590582479,30713.018625003573,44225.046524147874,34423.258392684795,40127.18359375
2022-04-13,37009.72434972215,30880.571396266678,43270.65447915959,34303.386990107254,41166.73046875
2022-04-14,36660.77499772048,30576.649041993725,43258.766504999505,34183.51558752972,39935.515625
2022-04-15,36541.059962681684,29927.77093429242,42722.36938864505,34063.64418495218,40553.46484375
2022-04-16,36434.8551752376,29998.863791005235,42586.08113577189,33943.77278267764,40424.484375
2022-04-17,36437.350267245965,30253.80039162168,42883.44461061012,33823.901380403084,39716.953125
2022-04-18,36566.112054931946,29958.41936579711,42820.413329997624,33704.02997812854,40826.21484375
2022-04-19,36440.44017414675,29768.935302518006,43231.18405549574,33584.158575853995,41502.75
2022-04-20,36622.4832639279,30036.26695462692,42869.46702344445,33464.287173579454,41374.37890625
2022-04-21,36338.94380979512,30060.047476520125,43251.53799950693,33344.415771304906,40527.36328125
2022-04-22,36281.12597642507,29961.964873003275,42575.46304941358,33224.544369030365,39740.3203125
2022-04-23,36231.67242942913,29504.749394305698,42634.36907802943,33104.67296675582,39486.73046875
2022-04-24,36284.309725264444,29783.746866034446,42348.663833676146,32984.80156448127,39469.29296875
2022-04-25,36455.35170931312,30344.306523648822,43052.430569533084,32864.93016220672,40458.30859375
2022-04-26,36363.0882211859,29683.9439062374,42947.99859019021,32745.058759932177,38117.4609375
2022-04-27,36568.926459972194,30460.52071428106,42667.385288031284,32625.187357657633,39241.12109375
2022-04-28,36299.11232754813,29304.37486457817,42552.81994494566,32505.31595538309,39773.828125
2022-04-29,36244.78556062172,29843.590686805317,42574.80189444787,32385.44455310854,38609.82421875
2022-04-30,36188.71442457648,29494.011045520107,42606.40882294133,32265.573150833996,37714.875
2022-05-01,36225.02962250074,29563.347187244202,42065.38089315314,32145.701748559448,38469.09375
2022-05-02,36370.707233860245,30046.750879262592,42417.192858040406,32025.830346284903,38529.328125
2022-05-03,36244.92864619253,30091.052478213227,42209.68438324951,31905.958944010355,37750.453125
2022-05-04,36410.185767201096,29957.80731912957,42879.22069641102,31786.08754173581,39698.37109375
2022-05-05,36093.9600123191,29179.68282322878,42637.47860583565,31666.216139461267,36575.140625
2022-05-06,35988.730261756755,29890.843268858483,42519.95519362586,31546.34473718672,36040.921875
2022-05-07,35878.657107243474,29229.894634138214,42001.338264267724,31426.47333491218,35501.953125
2022-05-08,35859.264704711415,29339.433936224,41984.1884366052,31306.601932637626,34059.265625
2022-05-09,35948.87177405851,29677.211088834996,42289.78725270007,31186.730530363086,30296.953125
2022-05-10,35767.90144536736,29437.686735281022,42078.94069694791,31066.859128088534,31022.90625
2022-05-11,35879.93992931296,29176.6285881278,42291.350619815465,30946.987725813997,28936.35546875
2022-05-12,35513.374097426175,29137.166546200893,42170.622029891376,30827.11632353945,29047.751953125
2022-05-13,35361.3646057126,29157.01982765317,42094.44245952385,30707.2449212649,29283.103515625
2022-05-14,35208.50312315204,28088.081084141613,41158.18505616107,30587.373518990356,30101.265625
2022-05-15,35150.47598323971,28702.874395295563,41290.9610747909,30467.502116715812,31305.11328125
2022-05-16,35205.4865279999,28895.656804741575,41846.29248108159,30347.630714441268,29862.91796875
2022-05-17,34993.56627270141,27856.601571048766,41470.61712105717,30227.759312166716,30425.857421875
2022-05-18,35077.6449815009,28512.03542026971,41614.79015070622,30107.88790989217,28720.271484375
2022-05-19,34685.20952871947,29009.49591423076,41165.43812060935,29988.01650761763,30314.333984375
2022-05-20,34508.30764765576,27836.79380269423,41319.47872268493,29868.145105343083,29200.740234375
2022-05-21,34330.24428900199,28300.858446910064,41101.15557727635,29748.27370306854,29432.2265625
2022-05-22,34245.29178222271,27956.239761431814,40571.421130544484,29628.40230079399,30323.72265625
2022-05-23,34270.16469062944,27981.596231976204,40955.95491163071,29508.530898519446,29098.91015625
2022-05-24,34023.387895563086,28038.88445033824,40494.52589075416,29388.659496244898,29655.5859375
2022-05-25,34066.4262395683,27662.5735036241,40603.46971526886,29268.788093970354,29562.361328125
2022-05-26,33625.40372788434,27275.388233665646,40116.612998861754,29148.916691695813,29267.224609375
2022-05-27,33391.16645606652,27518.07923004457,40077.8931987974,29029.045289421265,28627.57421875
2022-05-28,33146.035052057676,26552.203729674333,39390.04064380263,28909.173887146717,28814.900390625
2022-05-29,32983.565952024364,26670.26218210535,38883.64264347378,28789.30248487217,29445.95703125
2022-05-30,32920.07064496115,26307.977585524513,39511.87530618999,28669.431082597628,31726.390625
2022-05-31,32574.01983926209,26041.364352176446,39000.82564655887,28549.55968032308,31792.310546875
2022-06-01,32507.199523562376,26120.08652551361,39318.369208078584,28429.688278048536,29799.080078125
2022-06-02,31946.445832535515,25441.050146851703,38329.22668923067,28309.81687577399,30467.48828125
2022-06-03,31583.712102990776,24958.870456434623,37692.40515597913,28189.945473499443,29704.390625
2022-06-04,31202.813460293124,24190.06166920033,37482.17135677645,28070.0740712249,29832.9140625
2022-06-05,30899.168158846216,24567.86840636889,37256.1297897647,27950.20266895035,29906.662109375
2022-06-06,30691.285076726843,24277.507490748652,37239.68173841821,27830.331266675803,31370.671875
2022-06-07,30200.153149422513,23726.915410510763,36493.35021608824,27710.488072907214,31155.478515625
2022-06-08,29990.25964028286,22746.874167774,36241.76837577056,27590.64487913862,30214.35546875
2022-06-09,29291.34753216387,22855.35822532773,36380.020317617826,27470.80168537003,30111.998046875
2022-06-10,28798.38491646526,22385.89196542812,35907.46299794616,27350.958491601436,29083.8046875
2022-06-11,28298.234582714544,21708.047169271897,34624.49722790108,27231.115297832843,28360.810546875
2022-06-12,27889.316838918818,21521.77195220684,34191.30998276508,27111.272104064254,26762.6484375
2022-06-13,27593.017115671246,21047.53694888906,34359.17801457674,26991.428910295657,22487.388671875
2022-06-14,27032.968160015847,20417.36267968699,33662.978735755285,26871.585716527065,22206.79296875
2022-06-15,26776.077001326485,20331.271776679572,33164.55333295483,26751.742522758475,22572.83984375
2022-06-16,26054.127078274556,19529.88248006204,33008.71996162155,26631.899328989883,20381.650390625
2022-06-17,25563.712561002594,19124.25551789322,32388.03558004218,26512.05613522129,20471.482421875
2022-06-18,25092.85392387287,18528.307495180958,32175.326052684206,26392.2129414527,19017.642578125
2022-06-19,24740.617667310078,18236.314900920563,31088.77703414743,26272.369747684108,20553.271484375
2022-06-20,24528.49311614569,18286.503746200222,30606.124051410417,26152.52655391551,20599.537109375
2022-06-21,24079.6571468896,17472.18934592805,30360.840218112422,26032.683360146922,20710.59765625
2022-06-22,23959.997711286356,17669.83127889401,30598.11316818989,25912.840166378333,19987.029296875
2022-06-23,23399.72684567859,17307.184959679318,29734.77084730245,25792.996972609737,21085.876953125
2022-06-24,23093.340104043662,16588.5415049315,29642.570882237535,25673.153778841144,21231.65625
2022-06-25,22826.27097612472,16605.85474825231,29381.192156188285,25553.31058507255,21502.337890625
2022-06-26,22694.56230839739,16054.970743074917,28894.016522580772,25433.467391303962,21027.294921875
2022-06-27,22716.306409428045,16229.46480339936,29157.562031803536,25313.62419753537,20735.478515625
2022-06-28,22510.983113960083,16130.377931564115,29086.768069152986,25193.781003766777,20280.634765625
2022-06-29,22640.564805017497,16585.541913310964,29158.62487633402,25073.937809998184,20104.0234375
2022-06-30,22331.216976729353,15542.1887690911,28237.354597504927,24954.09461622959,19784.7265625
2022-07-01,22273.348988298374,15650.562661187336,28833.789002105277,24834.251422461002,19269.3671875
2022-07-02,22248.361166358944,15514.318276109398,28483.109411216174,24714.40822869241,19242.255859375
2022-07-03,22348.407819895954,16072.941606974227,28438.06856194344,24594.565034923813,19297.076171875
2022-07-04,22587.925415743204,16495.760629161254,29031.820593320812,24474.721841155224,20231.26171875
2022-07-05,22583.05284421862,16061.060905496257,28946.39255524155,24354.87864738663,20190.115234375
2022-07-06,22892.810585162697,16312.397519729173,29422.880318053827,24235.03545361804,20548.24609375
2022-07-07,22740.865386088615,16298.188812313909,28999.052480887854,24115.192259849446,21637.587890625
2022-07-08,22815.63340651599,16398.289854632658,28396.72598462241,23995.349066080857,21731.1171875
2022-07-09,22897.06661271526,16245.015913797914,29124.45000222406,23875.505872312264,21592.20703125
2022-07-10,23076.440977017828,16663.514939228295,29326.333086886574,23755.662678543667,20860.44921875
2022-07-11,23367.895111849888,16609.30836123646,29939.544262675878,23635.81948477508,19970.556640625
2022-07-12,23387.846060540036,17273.149346023627,29818.84554441433,23515.976291006486,19323.9140625
2022-07-13,23696.149264097323,17092.447729882806,30170.750285192473,23396.133097237893,20212.07421875
2022-07-14,23517.82993544935,17094.20012647084,30097.579534942528,23276.289903469304,20569.919921875
2022-07-15,23543.13980810101,17494.07770578572,29926.391330251412,23156.44670970071,20836.328125
2022-07-16,23554.285420538028,16736.004694594692,29863.45993139143,23036.603515932118,21190.31640625
2022-07-17,23645.14819214823,16957.71314980874,30138.65630419375,22916.76032216352,20779.34375
2022-07-18,23832.746898050333,17829.6477874407,30321.67583966396,22796.917128394933,22485.689453125
2022-07-19,23736.57146059806,17558.507976242206,30291.53689905825,22677.073934626344,23389.43359375
2022-07-20,23919.65742749922,17668.95117498681,30169.176269911328,22557.230740857747,23231.732421875
2022-07-21,23610.23080588395,17534.312569376078,30111.398156900188,22437.387547089158,23164.62890625
2022-07-22,23501.67967358906,17185.987540317725,29741.683743112793,22317.54435332056,22714.978515625
2022-07-23,23379.201128670535,16870.41074467784,29873.09324552359,22197.70115955197,22465.478515625
2022-07-24,23339.446108534998,17219.5720904908,29663.89173016393,22077.85796578338,22609.1640625
2022-07-25,23401.914771601256,16988.012952745914,29923.924599147726,21958.01477201479,21361.701171875
2022-07-26,23188.23319438402,16969.99642263984,28928.440258713596,21838.171578246198,21239.75390625
2022-07-27,23263.18228560916,16772.464144882422,29890.314494515973,21718.328384477605,22930.548828125
2022-07-28,22942.264872652922,16469.101735270015,29151.082231135417,21684.44029272607,23843.88671875
2022-07-29,22833.792673873493,16766.17960625447,29231.178919247974,21650.552200974536,23804.6328125
2022-07-30,22723.393135932125,16374.24009114819,29062.474769075987,21616.664109223006,23656.20703125
2022-07-31,22707.70763004793,16677.838033744458,28984.74651199913,21582.77601747147,23336.896484375
2022-08-01,22805.80877893982,16756.467519301077,28923.545942164383,21548.887925719937,23314.19921875
2022-08-02,22638.51173385683,16025.096593336133,28941.73877417569,21514.999833968406,22978.1171875
2022-08-03,22769.44909689332,16449.07941691037,29168.999040171093,21481.111742216875,22846.5078125
2022-08-04,22426.738797164053,16365.356833078069,29344.107625514953,21447.22365046534,22630.95703125
2022-08-05,22303.000307963655,15962.5062275397,28693.02484408507,21413.335558713807,23289.314453125
2022-08-06,22182.066090857323,15828.122680081073,28651.81634760172,21379.447466962276,22961.279296875
2022-08-07,22158.70853357416,15695.560770844095,28532.275850850514,21345.55937521074,23175.890625
2022-08-08,22250.132289638008,15986.854407427621,28634.130499071962,21311.671283459207,23809.486328125
2022-08-09,22075.359551488287,15744.91204149036,28404.159556050545,21277.783191707676,23164.318359375
2022-08-10,22196.37559890768,15752.385850637444,28284.447583719953,21243.895099956146,23947.642578125
2022-08-11,21839.86168508219,15681.826447287149,28060.321983429258,21210.007008204608,23957.529296875
2022-08-12,21697.26857626842,15310.295722999941,27965.549598077505,21176.11891645308,24402.818359375
2022-08-13,21551.57579779475,15028.750927605337,28301.02568436148,21142.230824701543,24424.068359375
2022-08-14,21497.055313812973,15132.577991055336,28187.36233854655,21108.342732950012,24319.333984375
2022-08-15,21550.788350163708,15115.189831859556,27312.601117836184,21074.454641198477,24136.97265625
2022-08-16,21332.062071632747,15251.026907969032,27274.034777425062,21040.566549446947,23883.291015625
2022-08-17,21403.513038814155,15078.511969443509,27611.60017159296,21006.678457695412,23335.998046875
2022-08-18,20992.84450809561,14398.17667873972,27634.36734526704,20972.79036594388,23212.73828125
2022-08-19,20792.871311141582,14043.114782728151,27450.84697928619,20938.902274192347,20877.552734375
2022-08-20,20588.238195014896,14131.569277880939,27068.958269197192,20905.014182440813,21166.060546875
2022-08-21,20475.13156339506,13876.976093056768,26980.01041040692,20871.126090689282,21534.12109375
2022-08-22,20472.734890917687,14366.867396873044,26747.61398334668,20837.237998937748,21398.908203125
2022-08-23,20202.55638851771,13721.731299107698,26776.27793167897,20803.349907186213,21528.087890625
2022-08-24,20229.497960610344,13841.720211191128,26640.35043907367,20769.461815434683,21395.01953125
2022-08-25,19783.494819634612,13354.238585200022,26551.298360412835,20735.573723683152,21600.904296875
2022-08-26,19559.481914162534,13340.153868844714,25468.92480234793,20701.685631931614,20260.01953125
2022-08-27,19344.03551698628,13083.933798993601,25874.74438717852,20667.797540180087,20041.73828125
2022-08-28,19235.012350231686,12962.814021647764,25737.472773138295,20633.909448428552,19616.814453125
2022-08-29,19252.938853682943,13021.30893499757,25855.637506994866,20600.021356677018,20297.994140625
2022-08-30,19020.281334940068,12369.152783523046,25687.007853657055,20566.133264925487,19796.80859375
2022-08-31,19102.467963243067,12738.634578586312,25437.903564264587,20532.245173173953,20049.763671875
2022-09-01,18729.493594140196,12182.541794025567,25196.495444696808,20498.35708142242,20127.140625
2022-09-02,18595.86485257241,12804.040473490026,24945.95310076194,20464.468989670888,19969.771484375
2022-09-03,18487.23470085766,12170.018031047533,24873.305146438503,20430.580897919357,19832.087890625
2022-09-04,18500.049327869263,11931.00832323796,25096.54409423099,20396.69280616782,19986.712890625
2022-09-05,18652.959986661623,12277.066637883361,25503.350151515617,20362.804714416292,19812.37109375
2022-09-06,18566.130097717207,12026.235920828092,25160.045032561145,20328.916622664754,18837.66796875
2022-09-07,18802.307724161117,12432.318806665424,25364.857185990186,20295.028530913223,19290.32421875
2022-09-08,18588.493138267786,11742.872578668737,25077.882243910903,20261.14043916169,19329.833984375
2022-09-09,18615.957260287752,11675.989843631081,24895.971468667078,20227.252347410158,21381.15234375
2022-09-10,18666.958216194707,12392.39779571948,25160.77472670796,20193.364255658624,21680.5390625
2022-09-11,18834.47659261303,12497.80048591605,25717.36083049046,20159.476163907093,21769.255859375
2022-09-12,19133.71954411811,12825.851394327265,25865.106573656416,20125.58807215556,22370.44921875
2022-09-13,19181.52145439118,12833.686504629039,25867.384381537504,20091.699980404024,20296.70703125
2022-09-14,19537.508573800165,13260.963442602188,26184.67349156253,20057.811888652494,20241.08984375
2022-09-15,19425.854678653304,12893.940105187468,25854.88382110878,20023.92379690096,19701.2109375
2022-09-16,19535.380946925554,12836.130271741093,26041.728967115534,19990.03570514943,19772.583984375
2022-09-17,19646.34487479538,13151.460064273942,26095.052983384376,19956.147613397894,20127.576171875
2022-09-18,19850.447813861098,13727.362371745825,26354.060768757066,19922.47070964229,19419.505859375
2022-09-19,20161.75345914408,13443.878899632015,26851.43148934367,19888.793805886686,19544.12890625
2022-09-20,20196.75534276595,13778.675491127928,26643.290898183324,19855.11690213108,18890.7890625
2022-09-21,20515.347755041203,14277.65135577345,27224.79605984559,19821.439998375474,18547.400390625
2022-09-22,20342.582398630806,13501.36200470736,25749.877994522772,19787.763094619873,19413.55078125
2022-09-23,20368.752567567455,14118.027458096565,27019.16742387294,19754.08619086427,19297.638671875
2022-09-24,20376.14993478032,14016.657232221123,26440.503421279253,19720.40928710866,18937.01171875
2022-09-25,20458.8130698568,13901.3921178205,26648.497940654583,19686.73238335306,18802.09765625
2022-09-26,20634.017140079704,14427.608237665987,27318.113681637562,19653.055479597457,19222.671875
2022-09-27,20521.632575154217,13914.598946195225,26888.33631462547,19619.37857584185,19110.546875
2022-09-28,20685.220982281768,14548.504975980777,27122.579336667735,19585.701672086245,19426.720703125
2022-09-29,20353.69698762129,13626.336166468296,26682.424129874493,19552.02476833064,19573.05078125
2022-09-30,20221.31155577676,13339.276706434248,26678.141797572585,19518.34786457504,19431.7890625
2022-10-01,20074.304632572825,13736.061523758915,26623.485812965002,19484.670960819432,19312.095703125
2022-10-02,20010.54910666515,13093.13403518613,26368.08744317782,19450.994057063825,19044.107421875
2022-10-03,20050.93844778563,13760.540968006362,26381.583089328902,19417.317153308228,19623.580078125
2022-10-04,19818.648655149358,13035.071765456913,25825.47705328299,19383.64024955262,20336.84375
2022-10-05,19880.14552271446,13382.711787353323,26535.653671922108,19349.963345797016,20160.716796875
2022-10-06,19466.76840605471,12794.0473237226,25962.268071099646,19316.28644204141,19955.443359375
2022-10-07,19274.648267505185,12837.376681700334,26069.84089126795,19282.609538285808,19546.849609375
2022-10-08,19091.309721426875,12847.958242745497,25809.098936959726,19248.932634530203,19416.568359375
2022-10-09,19015.280548249197,12952.45666923162,25704.26224603755,19215.255730774596,19446.42578125
2022-10-10,19067.462060913484,12694.175599156188,25736.244080999488,19181.578827018995,19141.484375
2022-10-11,18870.391504659096,12243.065514478487,25028.02942902388,19147.90192326339,19051.41796875
2022-10-12,18989.267548050902,12056.905615495389,26070.08084926725,19114.225019507783,19157.4453125
2022-10-13,18653.569601514457,12156.981514320094,25076.58054970926,19080.548115752183,19382.904296875
2022-10-14,18557.027802397322,12010.361622558727,24754.12845773122,19046.87121199658,19185.65625
2022-10-15,18484.291986259817,11643.587424727093,24780.388626137665,19013.19430824097,19067.634765625
2022-10-16,18530.621284318244,12176.921250488624,24926.461236934454,18979.517404485367,19268.09375
2022-10-17,18713.345525616103,12342.961894962009,25116.519111164125,18945.840500729766,19550.7578125
2022-10-18,18651.227104516158,12397.434045511633,25366.010299912443,18912.16359697416,19334.416015625
2022-10-19,18905.59160620341,12384.398139320332,25291.77444394524,18878.486693218554,19139.53515625
2022-10-20,18702.054993766913,12069.404697231335,24956.71980970157,18844.80978946295,19053.740234375
2022-10-21,18730.601178272645,12180.755667855425,25152.781524294,18811.13288570735,19172.46875
2022-10-22,18772.355274178677,12251.464483400923,24912.105160236984,18777.45598195174,19208.189453125
2022-10-23,18919.371248355998,12785.711144312387,25286.008436562042,18743.779078196138,19567.0078125
2022-10-24,19186.18237850689,12794.593039705365,25531.13009391516,18710.102174440537,19345.572265625
2022-10-25,19189.240666420155,13015.74907544341,25796.106513076735,18676.42527068493,20095.857421875
2022-10-26,19488.11130296826,13223.983900147023,25716.758732883914,18642.74836692933,20770.44140625
2022-10-27,19307.24817500836,12591.211680088874,25651.547188094166,18609.071463173725,20285.8359375
2022-10-28,19336.102856796377,13319.094190761885,25723.03233562847,18575.394559418117,20595.3515625
