Calendar_Date,Algorithmic_Forecast_Value,Lower_Risk_Bound,Upper_Risk_Bound,Underlying_Macro_Trend,Actual_Market_Value
2022-10-29,19355.91148409026,12833.103468638292,26202.936813662887,18541.717655662513,20818.4765625
2022-10-30,19459.477816256895,12519.82005181009,25812.1373977979,18508.04075190691,20635.603515625
2022-10-31,19662.701012990103,13095.141710942133,25625.74708219905,18474.363848151304,20495.7734375
2022-11-01,19583.97489347959,13128.687462138787,25838.494176598266,18440.6869443957,20485.2734375
2022-11-02,19785.325892376008,13184.712668664892,26567.262604303512,18407.010040640096,20159.50390625
2022-11-03,19494.11728443351,13368.989084483874,25948.063959395946,18373.333136884496,20209.98828125
2022-11-04,19403.074122578,12772.780373986689,26294.072251855516,18339.656233128888,21147.23046875
2022-11-05,19296.975654114634,12468.75958060368,25671.28545329498,18305.97932937328,21282.69140625
2022-11-06,19272.33618504478,12741.592443895313,25720.614007869983,18272.30242561768,20926.486328125
2022-11-07,19348.825806923203,12839.292265878372,25901.13343821614,18238.625521862075,20602.81640625
2022-11-08,19148.56078366822,12540.094606163471,25499.557976860004,18204.94861810648,18541.271484375
2022-11-09,19307.922998488,13239.413478745078,25932.05916887993,18242.06081429956,15880.7802734375
2022-11-10,18986.793587999462,12687.447053442866,25407.109539726498,18279.173010492636,17586.771484375
2022-11-11,18880.84914526051,12215.473594042427,24871.876936597517,18316.285206685712,17034.29296875
2022-11-12,18777.378993762984,11956.922549718616,25254.314584054075,18353.397402878792,16799.185546875
2022-11-13,18774.8924605973,11794.478819422216,25027.83479480073,18390.50959907187,16353.365234375
2022-11-14,18894.480573487395,12212.296247146312,25342.776905770595,18427.621795264946,16618.19921875
2022-11-15,18759.06368105699,11875.939442923995,24838.45527580062,18464.733991458026,16884.61328125
2022-11-16,18934.39654148402,12572.297240626003,25491.76252167415,18501.846187651103,16669.439453125
2022-11-17,18650.66225868866,12510.200225511318,25428.982060451675,18538.958383844183,16687.517578125
2022-11-18,18602.412686075746,12442.468715383264,25210.230971788922,18576.070580037256,16697.77734375
2022-11-19,18575.204515380683,12091.47880178567,24870.775206448998,18613.182776230336,16711.546875
2022-11-20,18665.253680713544,12201.824038345221,24508.24527968378,18650.294972423417,16291.83203125
2022-11-21,18890.86031169118,12534.37625744592,25532.350002582585,18687.40716861649,15787.2841796875
2022-11-22,18871.733987771397,12419.08995163159,25589.987426588075,18724.519364809574,16189.76953125
2022-11-23,19170.088683964652,12751.92095537259,25874.55074094767,18761.63156100265,16610.70703125
2022-11-24,19012.336284708686,12445.428281307684,25649.85428107819,18798.743757195727,16604.46484375
2022-11-25,19089.13350630577,13184.988234800929,25251.396367888166,18835.855953388807,16521.841796875
2022-11-26,19182.128466552054,12446.082891970544,25943.141659474382,18872.96814958188,16464.28125
2022-11-27,19383.726437047644,12968.992135894277,25826.425899173737,18910.08034577496,16444.626953125
2022-11-28,19708.623888643837,13433.105881757998,25819.80972830665,18947.19254196804,16217.322265625
2022-11-29,19773.23751750402,13293.08764276058,25913.086360035846,18984.304738161118,16444.982421875
2022-11-30,20136.894722220935,13967.428233147954,26873.790383992276,19021.416934354198,17168.56640625
2022-12-01,20023.611715733736,13761.809626286476,26519.308118487825,19058.529130547275,16967.1328125
2022-12-02,20122.211721690994,13604.140958055566,26325.067690871016,19095.64132674035,17088.66015625
2022-12-03,20213.127472354747,14283.301881601046,26788.71342086222,19132.753522933428,16908.236328125
2022-12-04,20388.205947824514,14049.49833469167,27093.6011578215,19169.86571912651,17130.486328125
2022-12-05,20662.26334171438,14601.224863421683,27673.467424053408,19206.97791531959,16974.826171875
2022-12-06,20652.516317170954,14424.350691987835,27016.075247876466,19244.090111512665,17089.50390625
2022-12-07,20919.755919101954,14248.208917319733,27482.70492159536,19281.202307705742,16848.126953125
2022-12-08,20690.09074344384,13927.25539407472,27098.385407230933,19318.314503898822,17233.474609375
2022-12-09,20655.012739968708,14408.737597187368,27012.994309786114,19355.426700091895,17133.15234375
2022-12-10,20598.131276161475,14625.599260741687,26900.89648995181,19392.53889628498,17128.724609375
2022-12-11,20614.895256273063,14330.92119395127,27117.182949101367,19429.651092478052,17104.193359375
2022-12-12,20724.0535268918,14732.263926748452,27300.120426862126,19466.763288671133,17206.4375
2022-12-13,20546.98220815791,13855.335914369667,27046.261637356598,19503.875484864213,17781.318359375
2022-12-14,20648.748148759583,14672.421443769184,26592.433225053668,19540.987681057286,17815.650390625
2022-12-15,20259.738115949345,13552.172663972391,26662.064703335025,19578.099877250366,17364.865234375
2022-12-16,20075.61020180744,13626.473445116826,26586.7372790281,19615.212073443443,16647.484375
2022-12-17,19883.916186253715,13156.341224443027,26219.58987887845,19652.324269636523,16795.091796875
2022-12-18,19783.717685851017,13238.094310325967,26763.46032304468,19689.436465829604,16757.9765625
2022-12-19,19796.949193070555,13306.203714969815,25884.797940887398,19726.548662022677,16439.6796875
2022-12-20,19547.65927776145,13569.804999204125,26187.93764158274,19763.660858215757,16906.3046875
2022-12-21,19603.00146900043,13337.974895101903,26157.45101666552,19800.773054408834,16817.53515625
2022-12-22,19194.80637286872,12263.626041426509,25812.040372712203,19837.88525060191,16830.341796875
2022-12-23,19019.493023779454,12366.73983285202,25418.74934318017,19874.997446794994,16796.953125
2022-12-24,18864.66925798366,12073.887925381532,25567.36176551351,19912.10964298807,16847.755859375
2022-12-25,18828.7444912658,12968.28908445778,25189.238939754912,19949.221839181148,16841.986328125
2022-12-26,18932.308050079,12185.715613817058,25333.525677307563,19986.334035374224,16919.8046875
2022-12-27,18797.40386523768,12342.66165176383,25154.34446829648,20023.4462315673,16717.173828125
2022-12-28,18988.57209158249,12466.448815708023,25546.66986055993,20060.55842776038,16552.572265625
2022-12-29,18734.48779114858,12712.394766802405,25500.496914826326,20097.67062395346,16642.341796875
2022-12-30,18727.952837581284,12555.527120366061,24907.329803130975,20134.782820146535,16602.5859375
2022-12-31,18752.58956419949,11919.245264012578,25388.294997422385,20171.895958804966,16547.49609375
2023-01-01,18902.55231075691,12522.668767113772,25425.46349191015,20209.0090974634,16625.080078125
2023-01-02,19194.016693284768,12533.152101945563,25513.97127221935,20246.12223612183,16688.470703125
2023-01-03,19244.565074080845,12580.271707333737,25644.088032913685,20283.235374780263,16679.857421875
2023-01-04,19614.340523358966,13208.21297395844,26396.31906462923,20320.348513438694,16863.23828125
2023-01-05,19527.79548896686,12776.996004027613,26019.576751187993,20357.46165209713,16836.736328125
2023-01-06,19673.788440620534,13317.097672386537,25997.7212931699,20394.57479075556,16951.96875
2023-01-07,19832.373343332667,13442.074001801142,26091.869620529516,20431.687929413994,16955.078125
2023-01-08,20094.600341589707,13413.089315874113,26378.034135272137,20468.801068072422,17091.14453125
2023-01-09,20474.075873803195,13636.658765827005,26794.333012933384,20505.91420673086,17196.5546875
2023-01-10,20586.408301222866,14411.397299033648,27138.645313559427,20543.027345389288,17446.29296875
2023-01-11,20990.405222104524,14507.694435781417,27306.549993629833,20580.14048404772,17934.896484375
2023-01-12,20909.8486653795,14430.101687064984,27318.247711379605,20617.253622706154,18869.587890625
2023-01-13,21033.600931313955,14253.602520180077,26763.26718012856,20654.36676136459,19909.57421875
2023-01-14,21142.385909261804,14558.533470692351,27779.547200691548,20691.479900023016,20976.298828125
2023-01-15,21328.564699197188,14678.009500081194,27489.89409708918,20728.593038681454,20880.798828125
2023-01-16,21607.654653667036,15334.432370899473,27718.565541986987,20765.706177339882,21169.6328125
2023-01-17,21597.719243285745,14847.896086652341,28256.66264073935,20802.819315998317,21161.51953125
2023-01-18,21860.496615526856,15623.544728493736,28434.442523588554,20839.932454656748,20688.78125
2023-01-19,21623.095068292438,15121.234255738036,27920.455108642458,20877.045593315182,21086.79296875
2023-01-20,21578.010500640576,15101.004501812538,27814.87745687787,20914.15873197361,22676.552734375
2023-01-21,21509.81316609342,14984.519874311402,28463.023664260676,20951.271870632045,22777.625
2023-01-22,21514.825178772255,15097.287096153508,28550.568447425492,20988.385009290476,22720.416015625
2023-01-23,21612.54056600223,14875.551628787189,27951.0339676751,21025.49814794891,22934.431640625
2023-01-24,21424.917925469716,15361.327960806122,27869.339359767768,21062.61128660734,22636.46875
2023-01-25,21517.416115921085,15510.957566927322,28079.103713695495,21099.724425265777,23117.859375
2023-01-26,21120.603596156267,14859.000184349432,27380.923916429198,21136.837563924204,23032.77734375
2023-01-27,20930.098637697418,14874.204844611904,27514.925179249676,21173.95070258264,23078.728515625
2023-01-28,20733.189612156853,14449.722802904462,27087.622413692527,21211.06384124107,23031.08984375
2023-01-29,20628.45834387768,14517.236122966242,27310.221335454717,21248.176979899505,23774.56640625
2023-01-30,20637.159488625803,13951.888727932112,26886.99637173954,21285.290118557936,22840.138671875
2023-01-31,20382.486764019955,13218.45427062351,27154.47929298012,21322.403257216367,23139.283203125
2023-02-01,20430.596813889744,13545.508968765815,27266.48627198612,21359.5163958748,23723.76953125
2023-02-02,20012.221257710728,13568.301603534528,26584.12861434084,21396.629534533233,23471.87109375
2023-02-03,19822.623679438602,13217.750561004492,26209.22822618698,21433.742673191664,23449.322265625
2023-02-04,19648.24989943137,13148.445414834594,26140.597133174746,21470.8558118501,23331.84765625
2023-02-05,19586.393308274597,13099.782309359009,26009.982607186586,21507.96895050853,22955.666015625
2023-02-06,19656.626698903652,13199.524632003966,25671.04780618583,21545.08208916696,22760.109375
2023-02-07,19480.12963567848,12954.173259508978,25387.588639876405,21582.195227825392,23264.291015625
2023-02-08,19620.78015006048,13024.917888972697,26239.537271364446,21619.308366483827,22939.3984375
2023-02-09,19306.839177886894,12433.972232674409,25265.647881574067,21656.42150514226,21819.0390625
2023-02-10,19230.982278151954,12242.549438429327,25130.563480942626,21693.53464380069,21651.18359375
2023-02-11,19177.02475069648,12233.028372522942,25501.047870015373,21730.647782459127,21870.875
2023-02-12,19239.659759231847,13139.93139550301,25439.863307014926,21767.760921117555,21788.203125
2023-02-13,19435.958840577805,12841.689410146368,25919.414559730005,21804.87405977599,21808.1015625
2023-02-14,19384.761958701143,12944.092760287684,25612.715779002534,21841.98719843442,22220.8046875
2023-02-15,19647.82424086021,13329.350593838033,26039.38006981459,21879.100337092852,24307.841796875
2023-02-16,19451.546430882194,12861.743618264038,25933.694371537546,21916.213475751283,23623.474609375
2023-02-17,19487.042527705366,12987.430939377442,25998.63946294738,21953.326614409714,24565.6015625
2023-02-18,19536.8899888557,13405.387199223742,26201.49268274472,21990.43975306815,24641.27734375
2023-02-19,19694.88171711182,13530.083021105109,25986.766065647946,22027.552891726584,24327.642578125
2023-02-20,19977.52917715564,13563.182290975561,26347.35367080772,22064.666030385,24829.1484375
2023-02-21,20003.444117253464,13323.100896345999,26332.541844400035,22101.779171526887,24436.353515625
2023-02-22,20334.4666660861,13802.869415904739,26971.242135212826,22138.892312668766,24188.84375
2023-02-23,20197.367814766632,13453.660526965316,27162.35523679553,22176.005453810652,23947.4921875
2023-02-24,20283.88094697093,14097.420747263568,26930.21704555185,22213.11859495253,23198.126953125
2023-02-25,20377.409255362287,14766.529463497343,26790.72481937637,22250.231736094414,23175.375
2023-02-26,20572.72988319275,14287.919151999997,26757.859360234364,22287.344877236297,23561.212890625
2023-02-27,20887.4458840419,14464.726775029336,27310.32882071014,22324.458018378184,23522.87109375
2023-02-28,20941.31528422268,14099.68202961497,27251.71376549526,22361.571159520063,23147.353515625
2023-03-01,21297.326850083562,14509.743307486326,27715.03788414023,22398.684300661946,23646.55078125
2023-03-02,21183.352314940996,14494.989173073145,28265.565681244418,22435.797441803825,23475.466796875
2023-03-03,21292.131417591216,15073.194390131253,27995.21622389746,22472.910582945708,22362.6796875
2023-03-04,21407.93808564493,14664.218410734276,27975.884187203545,22510.023724087594,22353.349609375
2023-03-05,21626.24991017639,14881.6035169048,28220.98160446341,22547.136865229473,22435.513671875
2023-03-06,21965.173068612243,15639.34310350201,27702.48277830224,22584.250006371356,22429.7578125
2023-03-07,22044.75277258621,15725.470762748173,28555.679197465506,22621.36314751324,22219.76953125
2023-03-08,22428.039341534026,15819.488109975504,28392.07021412106,22658.47628865512,21718.080078125
2023-03-09,22342.73984960277,15822.839794796118,28581.640487114466,22695.589429797004,20363.021484375
2023-03-10,22481.21158236727,16644.779565341472,29709.58272224705,22732.702570938887,20187.244140625
2023-03-11,22627.145220390554,16035.314392070226,28704.208458094752,22769.81571208077,20632.41015625
2023-03-12,22875.25919589259,16093.40324943216,29100.799581586893,22806.928853222653,22163.94921875
2023-03-13,23242.75642104633,17143.90536468791,29718.773696999626,22844.041994364536,24197.533203125
2023-03-14,23348.672281690804,16797.990797018952,29694.58157289345,22881.155135506415,24746.07421875
2023-03-15,23754.982630360002,17692.820377263863,30159.16302589179,22918.2682766483,24375.9609375
2023-03-16,23688.300221556572,17100.981295036105,30061.6135315422,22955.381417790184,25052.7890625
2023-03-17,23839.914233463995,17413.52369132346,30429.475683719982,22992.494558932063,27423.9296875
2023-03-18,23992.519165804777,17487.457081621582,30856.292389167942,23029.607700073946,26965.87890625
2023-03-19,24239.952951152216,17280.012035631236,30266.685174017875,23066.720841215825,28038.67578125
2023-03-20,24598.693940046956,18385.80455482011,30761.66229730491,23103.833982357708,27767.236328125
2023-03-21,24687.24423623181,17986.839723800982,31263.494356843123,23140.947123499594,28175.81640625
2023-03-22,25067.26686492092,18298.26179049672,31362.57450302761,23178.060264641477,27307.4375
2023-03-23,24965.304172639877,18528.12155765008,31614.176017564412,23215.17340578336,28333.97265625
2023-03-24,25072.83129857433,18691.33599754592,31595.366394611814,23252.28654692524,27493.28515625
2023-03-25,25172.990468476648,18706.19262511598,31815.04324962855,23289.399688067122,27494.70703125
2023-03-26,25360.325692485803,19359.819242846617,31853.59684454026,23326.51282920901,27994.330078125
2023-03-27,25652.267561728855,19128.52461430486,31834.79984762134,23363.62597035089,27139.888671875
2023-03-28,25668.495943707814,19495.170399538605,32111.95399116834,23400.739111492774,27268.130859375
2023-03-29,25972.04866144032,19993.93225141088,32810.914366809375,23437.852252634653,28348.44140625
2023-03-30,25791.004415875803,19648.995026277862,32294.11602670565,23474.965393776536,28033.5625
2023-03-31,25818.494883522777,19522.761339667144,31974.825470277043,23512.07853491842,28478.484375
2023-04-01,25839.393028320294,19363.468734022135,31989.98205726933,23549.191676060305,28411.03515625
2023-04-02,25949.998651578306,19737.772238504367,32957.40543411193,23586.304817202184,28199.30859375
2023-04-03,26169.472425742075,19533.48419221632,31972.068422270164,23623.417958344064,27790.220703125
2023-04-04,26119.147821344377,19535.906256737788,33119.40411612865,23660.531099485946,28168.08984375
2023-04-05,26363.590628644633,20126.05716934,32508.63738660989,23697.64424062783,28177.984375
2023-04-06,26132.235905186375,19820.49913837788,32703.04669480322,23734.757381769712,28044.140625
2023-04-07,26119.358757876507,19797.996560896354,32535.27679954355,23771.8705229116,27925.859375
2023-04-08,26110.7273327327,19328.494878929905,32622.721669437564,23808.983664053478,27947.794921875
2023-04-09,26203.260184932944,19439.39045577249,32520.123900027567,23846.09680519536,28333.05078125
2023-04-10,26416.44020121188,19679.87004435174,32129.34929751242,23883.209946337243,29652.98046875
2023-04-11,26371.615157897384,20053.06231206415,33238.36337965985,23920.323087479126,30235.05859375
2023-04-12,26633.0550154218,20455.581813975063,33527.119503860085,23957.436228621013,30139.052734375
2023-04-13,26429.595892013003,20214.223886213967,32661.128140362685,23994.549369762888,30399.06640625
2023-04-14,26454.626946052464,19746.757537609745,33033.72580755464,24031.662512569543,30485.69921875
2023-04-15,26492.768063932894,19804.27910153526,32917.68557006195,24068.775655376197,30318.49609375
2023-04-16,26639.559801451916,20473.178475825625,32441.376960038426,24105.888798182852,30315.35546875
2023-04-17,26912.916742456815,20459.006152494443,33124.6651207234,24143.001940989503,29445.044921875
2023-04-18,26932.473154896015,20563.095997452045,33278.185798811224,24180.115083796158,30397.552734375
2023-04-19,27260.689649945216,20904.745858508242,33723.67822563599,24217.228226602812,28822.6796875
2023-04-20,27124.54925500072,20701.9364498572,34117.23648956544,24254.341369409467,28245.98828125
2023-04-21,27215.597506091806,21198.389976508508,33570.014649656776,24291.45451221612,27276.91015625
2023-04-22,27316.672803364007,20514.45439639187,33413.773732150126,24328.567655022776,27817.5
2023-04-23,27521.646812803767,20936.74707436237,33902.12697353033,24365.68079782943,27591.384765625
2023-04-24,27846.92451188741,21544.900295894437,34176.39338560232,24402.793940636086,27525.33984375
2023-04-25,27910.831284200227,21507.35899968048,34680.18251126856,24439.90708344274,28307.59765625
2023-04-26,28274.754466541064,21947.97468145351,34697.0271424008,24477.0202262494,28422.701171875
2023-04-27,28164.86666022033,21524.589861553155,34730.16926980265,24514.13336905605,29473.787109375
2023-04-28,28272.184553664916,21401.835117007595,34811.55687640097,24551.246511862708,29340.26171875
2023-04-29,28379.30891031368,22185.007157598175,34979.03628279027,24588.35965466936,29248.48828125
2023-04-30,28580.16520408959,22434.49274096487,34841.38925752029,24625.472797476017,29268.806640625
2023-05-01,28891.494498906162,22477.2866045341,35544.27478142079,24662.585940282668,28091.568359375
2023-05-02,28932.22227730192,22836.245071142755,35692.01695761476,24699.699083089326,28680.537109375
2023-05-03,29264.573215000335,23051.20341410573,36313.74645851199,24736.812225895974,29006.30859375
2023-05-04,29115.760082512654,22226.476863464428,35569.71077999106,24773.925368702632,28847.7109375
2023-05-05,29178.00164032957,22822.811060142336,35400.32562491635,24811.038511509283,29534.384765625
2023-05-06,29235.216517216388,22697.07994371979,35763.08336874677,24848.15165431594,28904.623046875
2023-05-07,29382.71406435535,23204.544263561616,35777.292321823465,24885.264797122596,28454.978515625
2023-05-08,29638.63342052997,23504.47778511998,36237.20377187382,24922.37793992925,27694.2734375
2023-05-09,29623.26020916135,22933.42122402708,35764.95937988519,24959.491082735905,27658.775390625
2023-05-10,29900.090602837976,23624.70390505195,36195.056550975125,24996.60422554256,27621.755859375
2023-05-11,29697.4726433694,23129.46149718642,35842.27254076405,25033.717368349215,27000.7890625
2023-05-12,29708.58130438317,22913.986832535877,36336.91800990496,25070.83051115587,26804.990234375
2023-05-13,29718.07576785038,23195.399196491944,36576.524584770916,25107.943653962524,26784.078125
2023-05-14,29821.761202273654,23320.170434778076,36310.26308255137,25145.05679676918,26930.638671875
2023-05-15,30038.007342970606,23759.85273429576,36146.44330867947,25182.169939575833,27192.693359375
2023-05-16,29987.054094755567,23323.280001861433,35809.39581688362,25219.283082382488,27036.650390625
2023-05-17,30232.074398298624,23913.428643537492,36854.506115756536,25256.396225189143,27398.802734375
2023-05-18,30000.824440845787,23376.612336598948,36646.17181185298,25293.509367995794,26832.208984375
2023-05-19,29985.637568341615,23385.5404530082,36092.03570364486,25330.62251080245,26890.12890625
2023-05-20,29970.109918084756,23306.50076200868,36217.57636832864,25367.735653609103,27129.5859375
2023-05-21,30048.799295431774,23172.167301116384,36753.56585313493,25404.848796415758,26753.826171875
2023-05-22,30238.688538884584,23957.327622831595,36952.25836349261,25441.961939222412,26851.27734375
2023-05-23,30158.542275248263,23400.1487930035,36855.41539704765,25479.075082029067,27225.7265625
2023-05-24,30370.025762693145,23707.49817809644,36465.388644768755,25516.18822483572,26334.818359375
2023-05-25,30099.41417925629,23676.49191333294,36682.38208773931,25553.30136764238,26476.20703125
2023-05-26,30037.64686202701,23928.879188550964,36095.09708095894,25590.41451044903,26719.291015625
2023-05-27,29967.072591284,23310.757686620203,36909.73905548164,25627.52765325569,26868.353515625
2023-05-28,29981.205503675956,23591.54438052385,36056.38905612475,25664.64079606234,28085.646484375
2023-05-29,30096.240984276752,23708.67201132041,36657.735996409516,25701.753938869,27745.884765625
2023-05-30,29930.45864850589,23806.05314650001,36176.147905778125,25738.86708167565,27702.349609375
2023-05-31,30045.379481245716,23750.90073120045,36761.508835369335,25775.980224482308,27219.658203125
2023-06-01,29667.50407243948,23444.927855529782,36095.336232463735,25813.09336728896,26819.97265625
2023-06-02,29488.385294800264,23088.606919190057,36206.14903731922,25850.206510095617,27249.58984375
2023-06-03,29291.38065585042,22664.664964973214,36259.01869616753,25887.31965290227,27075.12890625
2023-06-04,29171.40337996494,22800.43394865102,35458.02734934592,25924.43280122831,27119.06640625
2023-06-05,29146.42135770572,22613.940898644105,35405.04917188806,25961.54594955436,25760.09765625
2023-06-06,28836.831303410356,22168.742229244166,35252.07057132286,25998.6590978804,27238.783203125
2023-06-07,28806.57566768121,22677.233177368893,35072.93755067198,26035.77224620644,26345.998046875
2023-06-08,28284.830155213895,22169.613633684796,34970.1202057043,26072.885394532488,26508.216796875
2023-06-09,27966.016399342046,21325.97247344779,34543.623482906456,26109.998542858528,26480.375
2023-06-10,27636.486533322273,20796.25667371602,33748.83571829597,26147.11169118457,25851.240234375
2023-06-11,27394.20047235535,21311.050834035672,33330.34500850476,26184.224839510614,25940.16796875
2023-06-12,27260.147042706583,20805.034358876543,33873.777856844936,26221.337987836658,25902.5
2023-06-13,26857.638367705804,20360.04424925289,33419.60367622442,26258.4511361627,25918.728515625
2023-06-14,26753.34732877148,20541.929275089125,32800.01953228097,26295.564284488744,25124.67578125
2023-06-15,26178.91816939777,19845.01677911491,32810.77947537878,26332.677432814788,25576.39453125
2023-06-16,25830.907007835158,19123.919702044015,32170.62107941147,26369.790581140827,26327.462890625
2023-06-17,25497.401106451234,19139.09977515876,32170.193353391267,26406.90372946687,26510.67578125
2023-06-18,25277.639656588857,19004.08654685833,31477.954825251865,26444.01687779291,26336.212890625
2023-06-19,25193.388938800832,19072.729354689927,31699.31612150719,26481.130026118954,26851.029296875
2023-06-20,24868.202718336604,18853.04973144139,31517.87446303363,26518.243174444997,28327.48828125
2023-06-21,24868.438825973793,18303.857823402694,31376.49433348488,26555.35632277104,30027.296875
2023-06-22,24424.862770111926,18034.515308917,30841.325461533186,26592.469471097083,29912.28125
2023-06-23,24232.595544100895,18281.485277450374,30745.06065303622,26629.582619423123,30695.46875
2023-06-24,24077.754480214768,17841.026776830186,30699.561090753417,26666.69576774917,30548.6953125
2023-06-25,24057.109514016836,17534.949688517612,30712.246413947807,26703.80891607521,30480.26171875
2023-06-26,24189.506933294757,17613.50826634282,29991.922559097813,26740.922064401253,30271.130859375
2023-06-27,24095.19031421238,17128.485782722102,30537.512403831388,26778.0352127273,30688.1640625
2023-06-28,24336.888096123257,17441.928635679888,30991.44050998111,26815.14836105334,30086.24609375
2023-06-29,24141.496840905675,18183.64621175976,30623.38744546328,26852.261509379383,30445.3515625
2023-06-30,24200.11528847443,18009.994298333568,30809.805408199813,26889.374657705426,30477.251953125
2023-07-01,24294.77581178854,18372.396059122857,30640.123326523193,26926.48780603147,30590.078125
2023-07-02,24518.193253870897,18496.577846257926,31228.204303948976,26963.60095435751,30620.76953125
2023-07-03,24885.280773396633,18768.982778010628,31355.765551082124,27000.714102683556,31156.439453125
2023-07-04,25012.559956384575,18950.05506067615,31238.741053368114,27037.827251009596,30777.58203125
2023-07-05,25459.33227211685,19638.293079470946,31948.043460253673,27074.940399335635,30514.166015625
2023-07-06,25449.43868513958,19028.8610218658,31590.021643188917,27112.05354766168,29909.337890625
2023-07-07,25671.360503899476,19253.780151734605,32257.33249667921,27149.166695987722,30342.265625
2023-07-08,25905.006299461835,20014.697679320787,32818.033053964034,27186.279844313765,30292.541015625
2023-07-09,26241.503418870925,19999.9534643279,32398.882283933763,27223.39299263981,30171.234375
2023-07-10,26694.74261575734,20462.306763951834,33112.50026698041,27260.506140965852,30414.470703125
2023-07-11,26880.80233772343,20571.14858611983,32762.78477064912,27297.619289291895,30620.951171875
2023-07-12,27359.119437440208,20655.598666142447,34062.53592353422,27334.732437617935,30391.646484375
2023-07-13,27354.23322423117,21108.218518256675,33445.61141463308,27371.845585943982,31476.048828125
2023-07-14,27555.856454947767,21080.783682631052,33861.87843689804,27408.95873427002,30334.068359375
2023-07-15,27745.619014484833,21428.044510460168,33976.01676603411,27446.071882596065,30295.806640625
2023-07-16,28016.804099837616,21660.45985898574,34960.435075425805,27483.18503092211,30249.1328125
2023-07-17,28385.827055065536,22353.693834752306,34331.090277822324,27520.29817924815,30145.888671875
2023-07-18,28471.58531007739,21623.25071904701,34684.305262174516,27557.411327574195,29856.5625
2023-07-19,28836.548336983367,22776.248471425588,35260.78209085996,27594.524475900234,29913.923828125
2023-07-20,28708.416859020726,22652.11094448809,35141.09919836193,27631.637624226278,29792.015625
2023-07-21,28780.107333474894,22176.77198089594,35470.72842196462,27668.750772552317,29908.744140625
2023-07-22,28836.409915802113,22355.0489920349,35658.79998177796,27705.86392087836,29771.802734375
2023-07-23,28973.642138833773,22124.36301894326,35713.38821139668,27742.977069204408,30084.5390625
2023-07-24,29211.05076740741,22948.18255788909,35820.12241964384,27780.090217530447,29176.916015625
2023-07-25,29170.09242026185,22530.968596127386,35378.430009073636,27817.203365856483,29227.390625
2023-07-26,29415.463782211587,23089.99113305373,35730.02576102918,27854.316520360593,29354.97265625
2023-07-27,29176.712222674792,22305.2618089957,35973.22586044112,27891.429674864707,29210.689453125
2023-07-28,29148.184178291143,23538.518408193908,35293.64540831426,27928.54282936882,29319.24609375
2023-07-29,29115.660345389075,22739.273084572615,35392.94319408172,27965.65598387293,29356.91796875
2023-07-30,29176.00044762499,23053.641088325934,35584.528915520845,28002.769138377047,29275.30859375
2023-07-31,29348.550119792202,23078.03970663233,35706.71212615535,28039.882292881157,29230.111328125
2023-08-01,29254.440171137212,22994.60360593823,35660.10628631967,28076.99544738527,29675.732421875
2023-08-02,29457.6483116216,23048.77987446605,36110.19193608316,28114.108601889384,29151.958984375
2023-08-03,29186.65307245448,23093.339309090985,35563.30394620938,28151.221756393494,29178.6796875
2023-08-04,29134.43575269012,22388.679290034535,35470.39765042326,28188.334910897604,29074.091796875
2023-08-05,29085.177731028332,22914.870214130973,35485.09073936171,28225.44806540172,29042.126953125
2023-08-06,29133.973857739693,22939.289430572204,35624.5132127038,28262.56121990583,29041.85546875
2023-08-07,29298.31226410783,22822.419086950107,35970.140940603844,28299.674374409944,29180.578125
2023-08-08,29197.448519016223,22863.874609046376,35582.08013810342,28336.787528914057,29765.4921875
2023-08-09,29393.54182872304,23183.504424303323,35361.9510531043,28373.90068341817,29561.494140625
2023-08-10,29113.3806419675,22888.929989599124,35724.24139644989,28411.01383792228,29429.591796875
2023-08-11,29048.451212638276,22779.801265481463,35283.89156520549,28448.126992426398,29397.71484375
2023-08-12,28981.694338094003,22430.28679000279,35549.0756622419,28485.240146930508,29415.96484375
2023-08-13,29007.269089836722,22715.437387706766,35369.83446627713,28522.35330143462,29282.9140625
2023-08-14,29142.072256210628,22694.18357958325,35678.78189453738,28559.466455938735,29408.443359375
2023-08-15,29005.140139105788,23222.286253797134,35853.76488843597,28596.57961044285,29170.34765625
2023-08-16,29158.799482812607,22710.765201959624,35741.44798699148,28633.692764946958,28701.779296875
2023-08-17,28830.39437780731,22592.039677786073,35310.435151107034,28670.805919451075,26664.55078125
2023-08-18,28712.342587852672,22816.164140211713,34898.59491826477,28707.919073955185,26049.556640625
2023-08-19,28588.866834618788,22609.722752696878,34884.68945879561,28745.032228459295,26096.205078125
2023-08-20,28555.72058469687,21955.908351313366,34761.098259350554,28782.14538296341,26189.583984375
2023-08-21,28631.658178378355,22487.28948502039,34946.39133146046,28819.25853746752,26124.140625
2023-08-22,28437.777421343984,21696.425271795146,35093.379621429696,28856.37169197163,26031.65625
2023-08-23,28538.60321281358,22400.033455933255,34808.22882567032,28893.484846475745,26431.640625
2023-08-24,28163.741111931773,22095.99229317154,34474.24331222626,28930.59800097986,26162.373046875
2023-08-25,28007.856552393223,21565.13559129159,34860.53851066918,28967.71115548397,26047.66796875
2023-08-26,27857.327636571415,21067.787284260867,34183.57645205474,29004.824309988086,26008.462890625
2023-08-27,27809.89351483154,21410.09843143656,34691.113420061294,29041.937464492195,26089.693359375
